UUSERID,FOR_RENT_NUM_LISTINGS,FOR_SALE_NUM_LISTINGS,FOR_RENT_NUM_OF_ENQUIRIES,FOR_SALE_NUM_OF_ENQUIRIES,FOR_RENT_NUM_OF_INSPECTION_COMPLETED,FOR_SALE_NUM_OF_INSPECTION_COMPLETED,FOR_RENT_NUM_OF_INSPECTION_INTENTION,FOR_SALE_NUM_OF_INSPECTION_INTENTION,FOR_RENT_NUM_OF_SHORTLISTED,FOR_SALE_NUM_OF_SHORTLISTED,LABEL
993978055576815497,0,2,0,0,0,0,0,0,0,0,1
993976460718527813,31,0,0,0,0,0,0,0,0,0,0
993969531990611118,0,3,0,0,0,0,0,0,0,0,1
993963683633357525,0,1,0,0,0,0,0,0,0,0,1
993961250959381866,0,1,0,0,0,0,0,0,0,0,1
993960544567153686,3,8,0,0,0,0,0,0,0,0,1
993957562040043145,2,0,0,0,0,0,0,0,0,0,0
993957215521749368,0,4,0,0,0,0,0,0,0,0,1
993957108030859440,0,1,0,0,0,0,0,0,0,0,1
993950394357902489,1,0,0,0,0,0,0,0,0,0,0
99394970434699637,0,2,0,0,0,0,0,0,0,0,1
993948623323315739,0,2,0,0,0,0,0,0,0,0,1
993947985298015386,0,2,0,0,0,0,0,0,0,0,1
993944249371509637,0,3,0,0,0,0,0,0,0,0,1
993943841297663353,0,1,0,0,0,0,0,0,0,0,1
993940523023816827,0,2,0,0,0,0,0,0,0,0,1
993938797852952996,0,5,0,0,0,0,0,0,0,0,1
993937890173038443,0,1,0,0,0,0,0,0,0,0,1
993937741976133055,0,41,0,0,0,0,0,0,0,0,1
993936575000268403,7,0,0,0,0,0,0,0,0,0,0
993929964172082859,0,1,0,0,0,0,0,0,0,0,1
993924271104044564,0,1,0,0,0,0,0,0,0,0,1
993923656100806395,1,0,0,0,0,0,0,0,0,0,0
993910732742790570,16,76,0,0,6,23,0,0,0,0,1
993908350333180731,0,1,0,0,0,0,0,0,0,0,1
993907422113204232,1,0,0,0,0,0,0,0,0,0,0
993901996633143687,0,1,0,0,0,0,0,0,0,0,1
993901032997555982,0,6,0,0,0,0,0,0,0,0,1
993899873507142490,0,1,0,0,0,0,0,0,0,0,1
9938995348168279,0,17,0,0,0,0,0,0,0,0,1
993889346115687322,0,2,0,0,0,0,0,0,0,0,1
993886433994798054,0,5,0,0,0,0,0,0,0,0,1
993886087318810405,0,4,0,0,0,0,0,0,0,0,1
993885283793782454,0,5,0,0,0,0,0,0,0,0,1
99388218676620131,8,0,0,0,0,0,0,0,0,0,0
993880468612838025,0,1,0,0,0,0,0,0,0,0,1
993873236577468160,0,355,0,21,0,0,0,0,0,23,1
993864099625184447,0,1,0,0,0,0,0,0,0,0,1
993858630394245704,0,13,0,0,0,0,0,0,0,0,1
993845441237173776,0,2,0,0,0,0,0,0,0,0,1
993842738443968762,0,1,0,0,0,0,0,0,0,0,1
993842593876686186,2,0,0,0,0,0,0,0,0,0,0
993838554096183802,0,1,0,0,0,0,0,0,0,0,1
99383749388748323,0,9,0,0,0,0,0,0,0,0,1
993835812534379727,1,0,0,0,0,0,0,0,0,0,0
99383247199052705,0,3,0,0,0,0,0,0,0,0,1
993829415509765423,0,30,0,0,0,0,0,0,0,0,1
993821918778244721,7,0,0,0,0,0,0,0,0,0,0
993821022474382529,0,15,0,0,0,0,0,0,0,0,1
993817312656856145,2,0,0,0,0,0,0,0,0,0,0
993815811385572002,0,17,0,0,0,0,0,0,0,0,1
993811052414853669,0,8,0,0,0,0,0,0,0,0,1
993804804910989112,1,0,0,0,0,0,0,0,0,0,0
993797435527480611,0,1,0,0,0,0,0,0,0,0,1
993797411929633784,11,0,0,0,0,0,0,0,0,0,0
993791766520980708,0,2,0,0,0,0,0,0,0,0,1
993786537010381296,0,6,0,0,0,0,0,0,0,0,1
993785171418269192,0,1,0,0,0,0,0,0,0,0,1
993782247253940963,0,1,0,0,0,0,0,0,0,0,1
993777471007655714,0,2,0,0,0,0,0,0,0,0,1
993776237274869564,0,5,0,0,0,0,0,0,0,1,1
993772869311839652,2,0,0,0,0,0,0,0,0,0,0
993772428581094866,0,4,0,0,0,0,0,0,0,0,1
993771638498366205,11,0,0,0,0,0,0,0,1,0,0
993765397769887154,116,0,0,0,0,0,0,0,0,0,0
993764529630226163,0,1,0,0,0,0,0,0,0,0,1
993761563748895257,0,4,0,0,0,0,0,0,0,0,1
993757885984439461,0,1,0,0,0,0,0,0,0,0,1
993753115777747417,1,0,0,0,0,0,0,0,0,0,0
993751340668656543,199,0,0,0,0,0,0,0,1,0,0
993751298596679357,0,3,0,0,0,0,0,0,0,0,1
99374862368830858,4,2,0,0,0,0,0,0,0,0,0
993744771880386393,170,6,0,0,1,0,0,0,35,0,0
99374276992571788,0,6,0,0,0,0,0,0,0,0,1
993742522547974643,0,85,0,0,0,0,0,0,0,0,1
993740864298429794,0,10,0,0,0,0,0,0,0,0,1
993740252215054621,5,18,0,0,0,0,0,0,0,0,1
993733367079616839,0,1,0,0,0,0,0,0,0,0,1
993729281756617790,0,6,0,0,0,0,0,0,0,0,1
993729203269745673,0,1,0,0,0,0,0,0,0,0,1
993720281677023101,0,1,0,0,0,0,0,0,0,0,1
993719817499213094,0,4,0,0,0,0,0,0,0,0,1
99371575522431672,0,2,0,0,0,0,0,0,0,0,1
993713483894751682,2,0,0,0,0,0,0,0,0,0,0
993712423363489318,0,3,0,0,0,0,0,0,0,0,1
993712366679511380,0,1,0,0,0,0,0,0,0,0,1
993709712524995740,0,1,0,0,0,0,0,0,0,0,1
993698815402599194,0,3,0,0,0,0,0,0,0,0,1
99369535213590062,0,5,0,0,0,0,0,0,0,0,1
99369279787406373,1,0,0,0,0,0,0,0,0,0,0
993691224321111103,0,1,0,0,0,0,0,0,0,0,1
993689795299091933,3,0,0,0,0,0,0,0,0,0,0
993684710881779902,0,6,0,0,0,0,0,0,0,0,1
993682382210959993,0,1,0,0,0,0,0,0,0,0,1
993681394997757269,0,4,0,0,0,0,0,0,0,0,1
993681338466515936,0,57,0,0,0,0,0,0,0,0,1
993675155879978162,1,0,0,0,0,0,0,0,0,0,0
993674549243828727,0,5,0,0,0,0,0,0,0,0,1
993671493673748668,0,1,0,0,0,0,0,0,0,0,1
993667116211635606,0,2,0,0,0,0,0,0,0,0,1
993658021262866882,0,2,0,0,0,0,0,0,0,0,1
993655354863362711,6,98,0,0,0,0,0,0,0,0,1
993647618406302657,0,13,0,0,0,0,0,0,0,0,1
99364743458656146,0,14,0,0,0,0,0,0,0,0,1
993646910839185475,0,1,0,0,0,0,0,0,0,0,1
99364340446089944,0,4,0,0,0,0,0,0,0,0,1
993641713244907574,0,3,0,0,0,0,0,0,0,0,1
993640444891390811,0,1,0,0,0,0,0,0,0,0,1
993639080571380377,0,3,0,0,0,0,0,0,0,0,1
993635365775260151,0,2,0,0,0,0,0,0,0,0,1
993630640428975684,6,0,0,0,0,0,0,0,0,0,0
993630503141618177,0,1,0,0,0,0,0,0,0,0,1
993627729909654182,0,1,0,0,0,0,0,0,0,0,1
993623869463662229,0,2,0,0,0,0,0,0,0,0,1
993622882174604570,0,1,0,0,0,0,0,0,0,0,1
993621459409481762,0,13,0,0,0,0,0,0,0,0,1
993616658564794595,5,0,0,0,0,0,0,0,0,0,0
993614944332350709,0,2,0,0,0,0,0,0,0,0,1
993613654478406754,0,9,0,0,0,0,0,0,0,0,1
993611379435493262,1,0,0,0,0,0,0,0,0,0,0
993609125120223791,0,1,0,0,0,0,0,0,0,0,1
993604536165326064,0,3,0,0,0,0,0,0,0,0,1
993603357257617383,0,1,0,0,0,0,0,0,0,0,1
99360140763926888,0,14,0,0,0,0,0,0,0,0,1
993601157370608481,0,1,0,0,0,0,0,0,0,0,1
993594801466087935,0,4,0,0,0,0,0,0,0,0,1
993593366733314696,0,2,0,0,0,0,0,0,0,0,1
993583775691996561,1,0,0,0,0,0,0,0,0,0,0
993583507886214418,6,0,0,0,0,0,0,0,0,0,0
993581415055751094,19,0,0,0,0,0,0,0,0,0,0
993573552160330572,0,2,0,0,0,0,0,0,0,0,1
993572779324531010,15,0,0,0,0,0,0,0,0,0,0
993568086361388042,109,82,0,0,0,0,0,0,8,5,0
993563208785716791,0,2,0,0,0,0,0,0,0,0,1
993561467893464514,0,6,0,0,0,0,0,0,0,0,1
993556326250296031,1,0,0,0,0,0,0,0,0,0,0
99355630412366122,7,0,0,0,0,0,0,0,0,0,0
993551693953658115,0,2,0,0,0,0,0,0,0,0,1
993537096914778207,0,1,0,0,0,0,0,0,0,0,1
993537085606720100,0,209,0,0,0,0,0,0,0,23,1
993536038187259674,0,1,0,0,0,0,0,0,0,0,1
993535786478836771,0,1,0,0,0,0,0,0,0,0,1
993535242940257687,1,0,0,0,0,0,0,0,0,0,0
993531534125791471,10,0,0,0,0,0,0,0,0,0,0
993524308057897094,0,1,0,0,0,0,0,0,0,0,1
99352325845689259,0,12,0,0,0,0,0,0,0,0,1
993518408518029972,0,1,0,0,0,0,0,0,0,0,1
99351277777417505,0,1,0,0,0,0,0,0,0,0,1
993512612662706932,0,1,0,0,0,0,0,0,0,0,1
993509357336196969,1,0,0,0,0,0,0,0,0,0,0
993498382457822996,0,1,0,0,0,0,0,0,0,0,1
993489726241519269,1,0,0,0,0,0,0,0,0,0,0
993486775133809781,0,1,0,0,0,0,0,0,0,0,1
993486023000027622,0,4,0,0,0,0,0,0,0,0,1
993485338427134891,1,0,0,0,0,0,0,0,0,0,0
993476183612436559,0,1,0,0,0,0,0,0,0,0,1
99346917355330941,0,5,0,0,0,0,0,0,0,0,1
993467368220806451,0,1,0,0,0,0,0,0,0,0,1
993464683492811711,0,13,0,0,0,0,0,0,0,0,1
993462892734206489,0,6,0,0,0,0,0,0,0,0,1
993459409250182422,0,1,0,0,0,0,0,0,0,0,1
993456635902668635,0,5,0,0,0,0,0,0,0,0,1
993451184775182238,0,20,0,0,0,0,0,0,0,0,1
99344845230030302,1,0,0,0,0,0,0,0,0,0,0
993447598542230277,2,0,0,0,0,0,0,0,0,0,0
993446206823378247,1,0,0,0,0,0,0,0,0,0,0
993441119934950163,0,1,0,0,0,0,0,0,0,0,1
993439568057063944,15,0,0,0,0,0,0,0,7,0,0
993434124019666710,0,1,0,0,0,0,0,0,0,0,1
993431399333272413,3,73,0,0,0,0,0,0,0,2,1
993424100753441750,6,30,0,0,0,0,0,0,0,0,1
993421486610187921,1,0,0,0,0,0,0,0,0,0,0
993420639770301118,0,10,0,0,0,0,0,0,0,0,1
993420151814137212,0,15,0,0,0,0,0,0,0,0,1
993419808797410052,0,3,0,0,0,0,0,0,0,0,1
993417061738915796,46,0,0,0,0,0,0,0,1,0,0
993404472564671912,0,12,0,0,0,0,0,0,0,0,1
993396708605920202,2,4,0,0,0,0,0,0,0,0,1
993396221414790555,0,3,0,0,0,0,0,0,0,0,1
993384573559620150,0,8,0,0,0,0,0,0,0,1,1
993382871439800011,0,1,0,0,0,0,0,0,0,0,1
993381703698005427,0,7,0,0,0,0,0,0,0,0,1
993370237205484341,0,1,0,0,0,0,0,0,0,0,1
993357736865808150,31,22,0,0,0,0,0,0,0,0,0
993357549694609780,0,2,0,0,0,0,0,0,0,0,1
993357275986564538,0,1,0,0,0,0,0,0,0,0,1
993356088838425818,0,1,0,0,0,0,0,0,0,0,1
993351246099759110,0,2,0,0,0,0,0,0,0,0,1
993350338486688807,0,4,0,0,0,0,0,0,0,0,1
993346940750040602,0,1,0,0,0,0,0,0,0,0,1
993340141173845401,0,1,0,0,0,0,0,0,0,0,1
993336065166558637,0,2,0,0,0,0,0,0,0,0,1
993334039770711557,0,2,0,0,0,0,0,0,0,0,1
993330819034251605,0,1,0,0,0,0,0,0,0,0,1
993330409787074266,0,395,0,6,0,0,0,0,0,2,1
993329345205044839,0,4,0,0,0,0,0,0,0,0,1
993328752265136155,1,0,0,0,0,0,0,0,0,0,0
993319842223824216,1,0,0,0,0,0,0,0,0,0,0
993315802368700446,0,1,0,0,0,0,0,0,0,0,1
993314022308485633,1,134,0,0,0,12,0,10,0,10,1
993304928160724294,1,0,0,0,0,0,0,0,0,0,0
993303587445399534,0,1,0,0,0,0,0,0,0,0,1
993300169198806777,0,3,0,0,0,0,0,0,0,0,1
993298815369318985,1,0,0,0,0,0,0,0,0,0,0
993294859249878039,0,1,0,0,0,0,0,0,0,0,1
993288556474595833,0,1,0,0,0,0,0,0,0,0,1
99328682103756058,2,0,0,0,0,0,0,0,0,0,0
993286770317535906,0,13,0,0,0,0,0,0,0,0,1
993281148640122351,0,1,0,0,0,0,0,0,0,0,1
993278977281656875,0,4,0,0,0,0,0,0,0,0,1
993274290835272799,0,1,0,0,0,0,0,0,0,0,1
993274266058533958,0,4,0,0,0,0,0,0,0,0,1
993270394521251218,0,3,0,0,0,0,0,0,0,0,1
993269621462504172,0,3,0,0,0,0,0,0,0,0,1
993265697510166152,0,2,0,0,0,0,0,0,0,0,1
993263852923955526,1,0,0,0,0,0,0,0,0,0,0
993258650186432947,0,13,0,0,0,0,0,0,0,0,1
993258176860584887,1,1,0,0,0,0,0,0,0,0,0
993250068529728962,3,0,0,0,0,0,0,0,0,0,0
993238401439215912,0,1,0,0,0,0,0,0,0,0,1
993236708970668085,0,1,0,0,0,0,0,0,0,0,1
993236685380476088,0,2,0,0,0,0,0,0,0,0,1
993226091707571047,0,1,0,0,0,0,0,0,0,0,1
993223910387308779,0,1,0,0,0,0,0,0,0,0,1
993219065976455345,0,1,0,0,0,0,0,0,0,0,1
993218349765483615,7,0,0,0,0,0,0,0,0,0,0
993218210262682277,0,1,0,0,0,0,0,0,0,0,1
993216124215263914,0,2,0,0,0,0,0,0,0,0,1
993210855327368931,0,3,0,0,0,0,0,0,0,0,1
993205712031582737,0,1,0,0,0,0,0,0,0,0,1
993200487895698516,0,7,0,0,0,0,0,0,0,0,1
993195064368384784,0,3,0,0,0,0,0,0,0,0,1
993187173355762452,0,3,0,0,0,0,0,0,0,0,1
993186667186728821,4,0,0,0,0,0,0,0,0,0,0
993185175753635925,0,1,0,0,0,0,0,0,0,0,1
99318478728822722,0,1,0,0,0,0,0,0,0,0,1
99317707445108897,2,0,0,0,0,0,0,0,0,0,0
99317510209481622,0,2,0,0,0,0,0,0,0,0,1
993174524160670092,0,1,0,0,0,0,0,0,0,0,1
993174350202722921,0,3,0,0,0,0,0,0,0,0,1
993172871519772579,0,1,0,0,0,0,0,0,0,0,1
993171451889307069,0,2,0,0,0,0,0,0,0,0,1
993166660076956273,0,3,0,0,0,0,0,0,0,0,1
993164107824726038,3,20,0,0,0,0,0,0,0,0,1
9931615205494380,7,0,0,0,0,0,0,0,0,0,0
993155165613474254,0,2,0,0,0,0,0,0,0,0,1
993154589061107870,0,1,0,0,0,0,0,0,0,0,1
993152576617588427,0,2,0,0,0,0,0,0,0,0,1
9931462025903724,0,1,0,0,0,0,0,0,0,0,1
993138539044375478,1,0,0,0,0,0,0,0,0,0,0
9931226652359393,0,1,0,0,0,0,0,0,0,0,1
993114382842137136,0,4,0,0,0,0,0,0,0,0,1
993111400524998415,0,2,0,0,0,0,0,0,0,0,1
993103551030750802,10,0,0,0,0,0,0,0,0,0,0
993103246335427944,0,1,0,0,0,0,0,0,0,0,1
99310038348085297,0,8,0,0,0,0,0,0,0,0,1
993099083524448051,0,27,0,0,0,0,0,0,0,0,1
993096429065421376,0,4,0,0,0,0,0,0,0,0,1
993092403296342204,1,1,0,0,0,0,0,0,0,0,0
993092266508029424,0,5,0,0,0,0,0,0,0,0,1
993092238516114921,0,11,0,0,0,0,0,0,0,0,1
993091363182947354,0,1,0,0,0,0,0,0,0,0,1
993085129924175683,38,5,0,0,0,0,0,0,0,0,0
993084287486747982,0,1,0,0,0,0,0,0,0,0,1
993080939076303738,0,1,0,0,0,0,0,0,0,0,1
993076193349738770,0,1,0,0,0,0,0,0,0,0,1
993076116618113405,0,2,0,0,0,0,0,0,0,0,1
993074922161129950,2,0,0,0,0,0,0,0,0,0,0
993069526545495205,0,3,0,0,0,0,0,0,0,0,1
993065154772834267,1,0,0,0,0,0,0,0,0,0,0
993065048708731454,0,1,0,0,0,0,0,0,0,0,1
993064004437370282,1,0,0,0,0,0,0,0,0,0,0
993062429193599227,0,1,0,0,0,0,0,0,0,0,1
993059568494659096,0,1,0,0,0,0,0,0,0,0,1
993057020812742641,1,0,0,0,0,0,0,0,0,0,0
993055297627879045,0,2,0,0,0,0,0,0,0,0,1
993054566992982366,0,5,0,0,0,0,0,0,0,0,1
993053556045513880,0,1,0,0,0,0,0,0,0,0,1
993052712812012602,0,1,0,0,0,0,0,0,0,0,1
993049842278534130,0,2,0,0,0,0,0,0,0,0,1
993048946840779863,0,17,0,0,0,17,0,0,0,0,1
993044192569101783,0,4,0,0,0,0,0,0,0,0,1
993043642189682749,0,3,0,0,0,0,0,0,0,0,1
993041945493108261,0,1,0,0,0,0,0,0,0,0,1
993035029471987483,0,4,0,0,0,0,0,0,0,0,1
993025415498894563,1,8,0,0,0,0,0,0,0,0,1
993023660495154724,0,7,0,0,0,0,0,0,0,0,1
993022405550072863,10,0,0,0,0,0,0,0,0,0,0
993020548291312807,0,9,0,0,0,0,0,0,0,0,1
993012348695437714,0,1,0,0,0,0,0,0,0,0,1
993011310935482063,0,36,0,0,0,0,0,0,0,0,1
993010326639719093,0,12,0,0,0,0,0,0,0,0,1
993007857485096717,0,15,0,0,0,0,0,0,0,0,1
993004891114498736,0,1,0,0,0,0,0,0,0,0,1
993003303789255882,5,0,0,0,0,0,0,0,0,0,0
993002292219628595,0,1,0,0,0,0,0,0,0,0,1
993002217303988589,0,10,0,0,0,0,0,0,0,0,1
99300078929939836,0,1,0,0,0,0,0,0,0,0,1
992999079788675856,0,1,0,0,0,0,0,0,0,0,1
992998180763782231,0,2,0,0,0,0,0,0,0,0,1
992994224226074177,0,1,0,0,0,0,0,0,0,0,1
992991904132641290,0,1,0,0,0,0,0,0,0,0,1
992988789000502230,0,35,0,0,0,0,0,0,0,0,1
992987672622300207,0,1,0,0,0,0,0,0,0,0,1
992984859297989492,0,28,0,0,0,0,0,0,0,0,1
992981715654906182,0,5,0,0,0,0,0,0,0,0,1
992976407698977244,0,1,0,0,0,0,0,0,0,0,1
992973101862787545,0,1,0,0,0,0,0,0,0,0,1
992970028084208039,0,6,0,0,0,0,0,0,0,0,1
992968233637391937,0,3,0,0,0,0,0,0,0,0,1
992964681760189140,0,8,0,0,0,0,0,0,0,0,1
992958830507351630,0,1,0,0,0,0,0,0,0,0,1
992952735662237599,0,2,0,0,0,0,0,0,0,0,1
992949765426690835,17,60,0,0,0,0,0,1,0,4,1
992945781313465142,0,1,0,0,0,0,0,0,0,0,1
992945753762151729,0,1,0,0,0,0,0,0,0,0,1
992939826824042037,0,1,0,0,0,0,0,0,0,0,1
992939823783133417,0,1,0,0,0,0,0,0,0,0,1
992930793127754855,0,3,0,0,0,0,0,0,0,0,1
992929682867355646,0,4,0,0,0,0,0,0,0,0,1
992910111660535390,0,2,0,0,0,0,0,0,0,0,1
992909389291868408,0,1,0,0,0,0,0,0,0,0,1
992907030315624639,9,0,0,0,0,0,0,0,0,0,0
992903430371174365,0,6,0,0,0,0,0,0,0,0,1
992899050862401354,0,1,0,0,0,0,0,0,0,0,1
992896424056777480,0,3,0,0,0,0,0,0,0,0,1
992887944669940836,0,4,0,0,0,0,0,0,0,0,1
992880652041952932,0,1,0,0,0,0,0,0,0,0,1
992879387183148632,0,59,0,0,0,0,0,0,0,0,1
992877377465066119,2,0,0,0,0,0,0,0,0,0,0
992868509286221302,0,1,0,0,0,0,0,0,0,0,1
992868390121939765,0,1,0,0,0,0,0,0,0,0,1
992865481096457985,0,1,0,0,0,0,0,0,0,0,1
992860349471251943,4,0,0,0,0,0,0,0,0,0,0
992855401372565621,4,0,0,0,0,0,0,0,0,0,0
99285367338512092,0,55,0,0,0,0,0,0,0,0,1
992846838302229151,0,1,0,0,0,0,0,0,0,0,1
992845290884187923,0,1,0,0,0,0,0,0,0,0,1
992840417499498445,0,16,0,0,0,0,0,0,0,0,1
992839840659495424,0,2,0,0,0,0,0,0,0,0,1
992838789258158933,0,2,0,0,0,0,0,0,0,0,1
992838773971104851,3,0,0,0,0,0,0,0,0,0,0
992838280589054711,1,0,0,0,0,0,0,0,0,0,0
992833954192703361,0,1,0,0,0,0,0,0,0,0,1
992831357522133400,0,10,0,0,0,0,0,0,0,0,1
992830617234518232,0,4,0,0,0,0,0,0,0,0,1
992829459710237673,0,1,0,0,0,1,0,0,0,0,1
992826310007085494,2,0,0,0,0,0,0,0,0,0,0
992819323435294740,2,0,0,0,0,0,0,0,0,0,0
992817932007935361,0,3,0,0,0,0,0,0,0,0,1
992817318855306167,0,1,0,0,0,0,0,0,0,0,1
992809227991122096,0,3,0,0,0,0,0,0,0,0,1
992805706515845838,0,2,0,0,0,0,0,0,0,0,1
992799855722844985,0,1,0,0,0,0,0,0,0,0,1
992799482663367277,0,1,0,0,0,0,0,0,0,0,1
992794227565576149,0,1,0,0,0,0,0,0,0,0,1
992791246155011163,2,0,0,0,0,0,0,0,0,0,0
992791126222718905,0,2,0,0,0,0,0,0,0,0,1
992790191026928543,1,0,0,0,0,0,0,0,0,0,0
992787848389182667,0,1,0,0,0,0,0,0,0,0,1
992787207385604440,0,2,0,0,0,0,0,0,0,0,1
99278229768598408,0,4,0,0,0,0,0,0,0,0,1
992780016300690594,1,1,0,0,0,0,0,0,0,0,0
992778449625030908,4,0,0,0,0,0,0,0,0,0,0
992777562706644927,5,0,0,0,0,0,0,0,0,0,0
992775183000736800,4,0,0,0,0,0,0,0,0,0,0
992772349051372737,0,2,0,0,0,0,0,0,0,0,1
992771219513183249,0,1,0,0,0,0,0,0,0,0,1
992770480715826883,0,3,0,0,0,0,0,0,0,0,1
99276833313041974,0,15,0,0,0,0,0,0,0,0,1
99276802451292400,0,4,0,0,0,0,0,0,0,0,1
992765069971347704,0,1,0,0,0,0,0,0,0,0,1
992764891330704105,0,3,0,0,0,0,0,0,0,0,1
992758460010082244,0,2,0,0,0,0,0,0,0,0,1
992756756948589707,0,3,0,0,0,0,0,0,0,0,1
992754951934361685,4,0,0,0,0,0,0,0,0,0,0
992752023306698964,0,1,0,0,0,0,0,0,0,0,1
992750354457914146,0,6,0,0,0,0,0,0,0,0,1
992748752732924991,4,0,0,0,0,0,0,0,0,0,0
992747095500436898,0,12,0,0,0,0,0,0,0,0,1
992741602114526330,1,0,0,0,0,0,0,0,0,0,0
992741080877538789,0,1,0,0,0,0,0,0,0,0,1
992737879299630711,0,31,0,0,0,0,0,0,0,0,1
99273234765030988,0,33,0,0,0,0,0,0,0,0,1
992729733317799857,2,0,0,0,0,0,0,0,0,0,0
992727598554323215,0,2,0,0,0,0,0,0,0,0,1
992724244527014020,0,6,0,0,0,0,0,0,0,0,1
992720371805503211,7,0,0,0,0,0,0,0,0,0,0
992709364105690754,0,8,0,0,0,0,0,0,0,0,1
99270700798857615,169,30,0,0,1,0,2,0,15,0,0
992706531125204573,0,1,0,0,0,0,0,0,0,0,1
99269578444491412,3,0,0,0,0,0,0,0,0,0,0
992693303857302401,0,1,0,0,0,0,0,0,0,0,1
992691782851876435,0,1,0,0,0,0,0,0,0,0,1
99268679584050887,0,1,0,0,0,0,0,0,0,0,1
992686035239812253,1,0,0,0,0,0,0,0,0,0,0
992685643927909637,2,14,0,0,0,0,0,0,0,0,1
992680236259855637,0,34,0,0,0,0,0,0,0,2,1
992678948014840594,0,2,0,0,0,0,0,0,0,0,1
992675856332174610,0,2,0,0,0,0,0,0,0,0,1
992672591387159487,0,4,0,0,0,0,0,0,0,0,1
992666458487973162,0,1,0,0,0,0,0,0,0,0,1
992664756786626135,0,1,0,0,0,0,0,0,0,0,1
992664563351698820,0,2,0,0,0,0,0,0,0,0,1
992662517454369671,0,4,0,0,0,0,0,0,0,0,1
992658650047856326,1,0,0,0,0,0,0,0,0,0,0
992656632660920403,1,0,0,0,0,0,0,0,0,0,0
992653429538644078,0,19,0,0,0,0,0,0,0,0,1
992651385578447298,1,0,0,0,0,0,0,0,0,0,0
992640143027163829,7,0,0,0,0,0,0,0,0,0,0
992639913227823104,2,0,0,0,0,0,0,0,0,0,0
99263932631200586,49,0,0,0,0,0,0,0,7,0,0
992622469394911839,0,25,0,0,0,0,0,0,0,0,1
992612073481084434,0,94,0,0,0,0,0,0,0,0,1
992609452671782322,0,34,0,0,0,0,0,0,0,2,1
992608919117096529,24,0,0,0,0,0,0,0,0,0,0
992605731412554132,0,1,0,0,0,0,0,0,0,0,1
992602973077456147,0,4,0,0,0,0,0,0,0,0,1
992599522275470636,1,0,0,0,0,0,0,0,0,0,0
992597380662190796,47,0,0,0,0,0,0,0,22,0,0
992595957709828533,15,0,0,0,0,0,0,0,0,0,0
992582636501496914,64,0,0,0,0,0,0,0,13,0,0
992575939548805040,1,0,0,0,0,0,0,0,0,0,0
992570932256786208,0,1,0,0,0,0,0,0,0,0,1
992568105061675407,0,5,0,0,0,0,0,0,0,0,1
992566794137485355,0,1,0,0,0,0,0,0,0,0,1
992566548412838150,0,1,0,0,0,0,0,0,0,0,1
992562577996690691,0,1,0,0,0,0,0,0,0,0,1
992561381487981007,0,1,0,0,0,0,0,0,0,0,1
992544513309445552,1,0,0,0,0,0,0,0,0,0,0
992534744830604837,1,0,0,0,0,0,0,0,0,0,0
992529913287521725,5,0,0,0,0,0,0,0,0,0,0
992528518746782327,0,10,0,0,0,0,0,0,0,0,1
992526659286454324,0,3,0,0,0,0,0,0,0,0,1
992514683757068438,0,3,0,0,0,0,0,0,0,0,1
992513010753104416,0,11,0,0,0,0,0,0,0,0,1
992512689147787068,0,1,0,0,0,0,0,0,0,0,1
992512239532324271,0,9,0,0,0,0,0,0,0,0,1
992509327389415399,0,15,0,0,0,0,0,0,0,0,1
992505995715845605,0,13,0,0,0,0,0,0,0,0,1
99250077207468539,0,6,0,0,0,0,0,0,0,0,1
992497563333008554,0,1,0,0,0,0,0,0,0,0,1
992496746966358543,17,0,1,0,0,0,0,0,2,0,0
992494847726730458,0,4,0,0,0,0,0,0,0,0,1
992494347924102883,1,0,0,0,0,0,0,0,0,0,0
99248869773089727,0,7,0,0,0,0,0,0,0,0,1
992486673677890089,3,0,0,0,0,0,0,0,0,0,0
992486007772099923,1,0,0,0,0,0,0,0,0,0,0
992476581780096716,10,0,0,0,0,0,0,0,0,0,0
992470540684619495,0,1,0,0,0,0,0,0,0,0,1
992463983688193329,0,2,0,0,0,0,0,0,0,0,1
992462664415857542,0,2,0,0,0,0,0,0,0,0,1
992453896126000912,0,1,0,0,0,0,0,0,0,0,1
99245280658942305,0,1,0,0,0,0,0,0,0,0,1
992452470333971029,1,0,0,0,0,0,0,0,0,0,0
992449112020804717,0,2,0,0,0,0,0,0,0,0,1
992448840367528355,0,2,0,0,0,0,0,0,0,0,1
992441662447028449,0,2,0,0,0,0,0,0,0,0,1
992439623742806694,0,9,0,0,0,0,0,0,0,0,1
992438805148267047,0,2,0,0,0,0,0,0,0,0,1
992436856867304402,2,0,0,0,0,0,0,0,0,0,0
992435681821872028,0,1,0,0,0,0,0,0,0,0,1
992435479904939116,2,0,0,0,0,0,0,0,0,0,0
992430628089663103,2,1,0,0,0,0,0,0,0,0,0
992428659991390496,0,1,0,0,0,0,0,0,0,0,1
992427049236280742,0,29,0,0,0,0,0,0,0,0,1
992419195332287425,0,1,0,0,0,0,0,0,0,0,1
992418475054552723,0,3,0,0,0,0,0,0,0,0,1
992410780926711456,0,9,0,0,0,0,0,0,0,0,1
992409642571079728,3,0,0,0,0,0,0,0,0,0,0
992399466273589814,0,2,0,0,0,0,0,0,0,0,1
992396655508751527,3,0,0,0,0,0,0,0,0,0,0
99239645377056870,0,2,0,0,0,0,0,0,0,0,1
